Match ID,TeamA_id,TeamB_id,Score_A,Score_B,Wining_Team
5826,3,5,367,305,3
5827,10,8,262,263,8
5828,4,2,399,170,4
5829,9,1,273,274,1
5830,5,7,282,286,7
5831,4,6,382,233,4
5832,3,10,399,90,3
5833,2,8,156,160,8
5834,5,4,270,271,4
5835,3,9,388,383,3
5836,10,6,142,229,10
5837,1,2,229,129,1
5838,8,7,241,242,7
5839,6,5,205,204,5
5840,4,9,357,167,4
5841,1,8,357,55,1
5842,10,7,181,179,7
5843,9,5,401,200,5
5844,3,2,286,253,3
5845,1,4,326,83,1
5846,8,6,279,282,6
5847,3,7,293,291,3
5848,2,10,179,339,2
5849,9,8,171,172,9
5850,7,4,244,247,4
5851,3,6,306,307,3
5852,2,5,244,337,2
5853,1,10,410,250,1
5854,1,9,397,327,1
5855,3,4,215,212,3
5856,1,3,240,241,3
5857,2,9,282,283,9
5858,5,10,286,205,5
5859,7,6,156,158,6
5860,4,8,428,326,4
5861,3,1,199,201,1
5862,9,10,322,223,9
5863,2,6,364,227,2
5864,8,5,344,345,5
5865,7,1,272,273,1
5866,4,3,311,177,4
5867,6,9,245,248,9
5868,5,1,191,192,1
5869,7,2,284,215,7
5870,8,3,209,215,3
5871,10,4,245,207,10
5872,9,7,288,139,9
5873,6,1,256,261,1
5874,3,5,367,305,3
5875,10,8,262,263,8
5876,4,2,399,170,4
5877,9,1,273,274,1
5878,5,7,282,286,7
5879,4,6,382,233,4
5880,3,10,399,90,3
5881,2,8,156,160,8
5882,5,4,270,271,4
5883,3,9,388,383,3
5884,10,6,142,229,10
5885,1,2,229,129,1
5886,8,7,241,242,7
5887,6,5,205,204,5
5888,4,9,357,167,4
5889,1,8,357,55,1
5890,10,7,181,179,7
5891,9,5,401,200,5
5892,3,2,286,253,3
5893,1,4,326,83,1
5894,8,6,279,282,6
5895,3,7,293,291,3
5896,2,10,179,339,2
5897,9,8,171,172,9
5898,7,4,244,247,4
5899,3,6,306,307,3
5900,2,5,244,337,2
5901,1,10,410,250,1
5902,1,9,397,327,1
5903,3,4,215,212,3
5904,1,3,240,241,3
5905,2,9,282,283,9
5906,5,10,286,205,5
5907,7,6,156,158,6
5908,4,8,428,326,4
5909,3,1,199,201,1
5910,9,10,322,223,9
5911,2,6,364,227,2
5912,8,5,344,345,5
5913,7,1,272,273,1
5914,4,3,311,177,4
5915,6,9,245,248,9
5916,5,1,191,192,1
5917,7,2,284,215,7
5918,8,3,209,215,3
5919,10,4,245,207,10
5920,9,7,288,139,9
5921,6,1,256,261,1
5922,3,5,367,305,3
5923,10,8,262,263,8
5924,4,2,399,170,4
5925,9,1,273,274,1
5926,5,7,282,286,7
5927,4,6,382,233,4
5928,3,10,399,90,3
5929,2,8,156,160,8
5930,5,4,270,271,4
5931,3,9,388,383,3
5932,10,6,142,229,10
5933,1,2,229,129,1
5934,8,7,241,242,7
5935,6,5,205,204,5
5936,4,9,357,167,4
5937,1,8,357,55,1
5938,10,7,181,179,7
5939,9,5,401,200,5
5940,3,2,286,253,3
5941,1,4,326,83,1
5942,8,6,279,282,6
5943,3,7,293,291,3
5944,2,10,179,339,2
5945,9,8,171,172,9
5946,7,4,244,247,4
5947,3,6,306,307,3
5948,2,5,244,337,2
5949,1,10,410,250,1
5950,1,9,397,327,1
5951,3,4,215,212,3
5952,1,3,240,241,3
5953,2,9,282,283,9
5954,5,10,286,205,5
5955,7,6,156,158,6
5956,4,8,428,326,4
5957,3,1,199,201,1
5958,9,10,322,223,9
5959,2,6,364,227,2
5960,8,5,344,345,5
5961,7,1,272,273,1
5962,4,3,311,177,4
5963,6,9,245,248,9
5964,5,1,191,192,1
5965,7,2,284,215,7
5966,8,3,209,215,3
5967,10,4,245,207,10
5968,9,7,288,139,9
5969,6,1,256,261,1
5970,3,5,367,305,3
5971,10,8,262,263,8
5972,4,2,399,170,4
5973,9,1,273,274,1
5974,5,7,282,286,7
5975,4,6,382,233,4
5976,3,10,399,90,3
5977,2,8,156,160,8
5978,5,4,270,271,4
5979,3,9,388,383,3
5980,10,6,142,229,10
5981,1,2,229,129,1
5982,8,7,241,242,7
5983,6,5,205,204,5
5984,4,9,357,167,4
5985,1,8,357,55,1
5986,10,7,181,179,7
5987,9,5,401,200,5
5988,3,2,286,253,3
5989,1,4,326,83,1
5990,8,6,279,282,6
5991,3,7,293,291,3
5992,2,10,179,339,2
5993,9,8,171,172,9
5994,7,4,244,247,4
5995,3,6,306,307,3
5996,2,5,244,337,2
5997,1,10,410,250,1
5998,1,9,397,327,1
5999,3,4,215,212,3
6000,1,3,240,241,3
6001,2,9,282,283,9
6002,5,10,286,205,5
6003,7,6,156,158,6
6004,4,8,428,326,4
6005,3,1,199,201,1
6006,9,10,322,223,9
6007,2,6,364,227,2
6008,8,5,344,345,5
6009,7,1,272,273,1
6010,4,3,311,177,4
6011,6,9,245,248,9
6012,5,1,191,192,1
6013,7,2,284,215,7
6014,8,3,209,215,3
6015,10,4,245,207,10
6016,9,7,288,139,9
6017,6,1,256,261,1
6018,3,5,367,305,3
6019,10,8,262,263,8
6020,4,2,399,170,4
6021,9,1,273,274,1
6022,5,7,282,286,7
6023,4,6,382,233,4
6024,3,10,399,90,3
6025,2,8,156,160,8
6026,5,4,270,271,4
6027,3,9,388,383,3
6028,10,6,142,229,10
6029,1,2,229,129,1
6030,8,7,241,242,7
6031,6,5,205,204,5
6032,4,9,357,167,4
6033,1,8,357,55,1
6034,10,7,181,179,7
6035,9,5,401,200,5
6036,3,2,286,253,3
6037,1,4,326,83,1
6038,8,6,279,282,6
6039,3,7,293,291,3
6040,2,10,179,339,2
6041,9,8,171,172,9
6042,7,4,244,247,4
6043,3,6,306,307,3
6044,2,5,244,337,2
6045,1,10,410,250,1
6046,1,9,397,327,1
6047,3,4,215,212,3
6048,1,3,240,241,3
6049,2,9,282,283,9
6050,5,10,286,205,5
6051,7,6,156,158,6
6052,4,8,428,326,4
6053,3,1,199,201,1
6054,9,10,322,223,9
6055,2,6,364,227,2
6056,8,5,344,345,5
6057,7,1,272,273,1
6058,4,3,311,177,4
6059,6,9,245,248,9
6060,5,1,191,192,1
6061,7,2,284,215,7
6062,8,3,209,215,3
6063,10,4,245,207,10
6064,9,7,288,139,9
6065,6,1,256,261,1
6066,3,5,367,305,3
6067,10,8,262,263,8
6068,4,2,399,170,4
6069,9,1,273,274,1
6070,5,7,282,286,7
6071,4,6,382,233,4
6072,3,10,399,90,3
6073,2,8,156,160,8
6074,5,4,270,271,4
6075,3,9,388,383,3
6076,10,6,142,229,10
6077,1,2,229,129,1
6078,8,7,241,242,7
6079,6,5,205,204,5
6080,4,9,357,167,4
6081,1,8,357,55,1
6082,10,7,181,179,7
6083,9,5,401,200,5
6084,3,2,286,253,3
6085,1,4,326,83,1
6086,8,6,279,282,6
6087,3,7,293,291,3
6088,2,10,179,339,2
6089,9,8,171,172,9
6090,7,4,244,247,4
6091,3,6,306,307,3
6092,2,5,244,337,2
6093,1,10,410,250,1
6094,1,9,397,327,1
6095,3,4,215,212,3
6096,1,3,240,241,3
6097,2,9,282,283,9
6098,5,10,286,205,5
6099,7,6,156,158,6
6100,4,8,428,326,4
6101,3,1,199,201,1
6102,9,10,322,223,9
6103,2,6,364,227,2
6104,8,5,344,345,5
6105,7,1,272,273,1
6106,4,3,311,177,4
6107,6,9,245,248,9
6108,5,1,191,192,1
6109,7,2,284,215,7
6110,8,3,209,215,3
6111,10,4,245,207,10
6112,9,7,288,139,9
6113,6,1,256,261,1
6114,3,5,367,305,3
6115,10,8,262,263,8
6116,4,2,399,170,4
6117,9,1,273,274,1
6118,5,7,282,286,7
6119,4,6,382,233,4
6120,3,10,399,90,3
6121,2,8,156,160,8
6122,5,4,270,271,4
6123,3,9,388,383,3
6124,10,6,142,229,10
6125,1,2,229,129,1
6126,8,7,241,242,7
6127,6,5,205,204,5
6128,4,9,357,167,4
6129,1,8,357,55,1
6130,10,7,181,179,7
6131,9,5,401,200,5
6132,3,2,286,253,3
6133,1,4,326,83,1
6134,8,6,279,282,6
6135,3,7,293,291,3
6136,2,10,179,339,2
6137,9,8,171,172,9
6138,7,4,244,247,4
6139,3,6,306,307,3
6140,2,5,244,337,2
6141,1,10,410,250,1
6142,1,9,397,327,1
6143,3,4,215,212,3
6144,1,3,240,241,3
6145,2,9,282,283,9
6146,5,10,286,205,5
6147,7,6,156,158,6
6148,4,8,428,326,4
6149,3,1,199,201,1
6150,9,10,322,223,9
6151,2,6,364,227,2
6152,8,5,344,345,5
6153,7,1,272,273,1
6154,4,3,311,177,4
6155,6,9,245,248,9
6156,5,1,191,192,1
6157,7,2,284,215,7
6158,8,3,209,215,3
6159,10,4,245,207,10
6160,9,7,288,139,9
6161,6,1,256,261,1
6162,3,5,367,305,3
6163,10,8,262,263,8
6164,4,2,399,170,4
6165,9,1,273,274,1
6166,5,7,282,286,7
6167,4,6,382,233,4
6168,3,10,399,90,3
6169,2,8,156,160,8
6170,5,4,270,271,4
6171,3,9,388,383,3
6172,10,6,142,229,10
6173,1,2,229,129,1
6174,8,7,241,242,7
6175,6,5,205,204,5
6176,4,9,357,167,4
6177,1,8,357,55,1
6178,10,7,181,179,7
6179,9,5,401,200,5
6180,3,2,286,253,3
6181,1,4,326,83,1
6182,8,6,279,282,6
6183,3,7,293,291,3
6184,2,10,179,339,2
6185,9,8,171,172,9
6186,7,4,244,247,4
6187,3,6,306,307,3
6188,2,5,244,337,2
6189,1,10,410,250,1
6190,1,9,397,327,1
6191,3,4,215,212,3
6192,1,3,240,241,3
6193,2,9,282,283,9
6194,5,10,286,205,5
6195,7,6,156,158,6
6196,4,8,428,326,4
6197,3,1,199,201,1
6198,9,10,322,223,9
6199,2,6,364,227,2
6200,8,5,344,345,5
6201,7,1,272,273,1
6202,4,3,311,177,4
6203,6,9,245,248,9
6204,5,1,191,192,1
6205,7,2,284,215,7
6206,8,3,209,215,3
6207,10,4,245,207,10
6208,9,7,288,139,9
6209,6,1,256,261,1
6210,3,5,367,305,3
6211,10,8,262,263,8
6212,4,2,399,170,4
6213,9,1,273,274,1
6214,5,7,282,286,7
6215,4,6,382,233,4
6216,3,10,399,90,3
6217,2,8,156,160,8
6218,5,4,270,271,4
6219,3,9,388,383,3
6220,10,6,142,229,10
6221,1,2,229,129,1
6222,8,7,241,242,7
6223,6,5,205,204,5
6224,4,9,357,167,4
6225,1,8,357,55,1
6226,10,7,181,179,7
6227,9,5,401,200,5
6228,3,2,286,253,3
6229,1,4,326,83,1
6230,8,6,279,282,6
6231,3,7,293,291,3
6232,2,10,179,339,2
6233,9,8,171,172,9
6234,7,4,244,247,4
6235,3,6,306,307,3
6236,2,5,244,337,2
6237,1,10,410,250,1
6238,1,9,397,327,1
6239,3,4,215,212,3
6240,1,3,240,241,3
6241,2,9,282,283,9
6242,5,10,286,205,5
6243,7,6,156,158,6
6244,4,8,428,326,4
6245,3,1,199,201,1
6246,9,10,322,223,9
6247,2,6,364,227,2
6248,8,5,344,345,5
6249,7,1,272,273,1
6250,4,3,311,177,4
6251,6,9,245,248,9
6252,5,1,191,192,1
6253,7,2,284,215,7
6254,8,3,209,215,3
6255,10,4,245,207,10
6256,9,7,288,139,9
6257,6,1,256,261,1
6258,3,5,367,305,3
6259,10,8,262,263,8
6260,4,2,399,170,4
6261,9,1,273,274,1
6262,5,7,282,286,7
6263,4,6,382,233,4
6264,3,10,399,90,3
6265,2,8,156,160,8
6266,5,4,270,271,4
6267,3,9,388,383,3
6268,10,6,142,229,10
6269,1,2,229,129,1
6270,8,7,241,242,7
6271,6,5,205,204,5
6272,4,9,357,167,4
6273,1,8,357,55,1
6274,10,7,181,179,7
6275,9,5,401,200,5
6276,3,2,286,253,3
6277,1,4,326,83,1
6278,8,6,279,282,6
6279,3,7,293,291,3
6280,2,10,179,339,2
6281,9,8,171,172,9
6282,7,4,244,247,4
6283,3,6,306,307,3
6284,2,5,244,337,2
6285,1,10,410,250,1
6286,1,9,397,327,1
6287,3,4,215,212,3
6288,1,3,240,241,3
6289,2,9,282,283,9
6290,5,10,286,205,5
6291,7,6,156,158,6
6292,4,8,428,326,4
6293,3,1,199,201,1
6294,9,10,322,223,9
6295,2,6,364,227,2
6296,8,5,344,345,5
6297,7,1,272,273,1
6298,4,3,311,177,4
6299,6,9,245,248,9
6300,5,1,191,192,1
6301,7,2,284,215,7
6302,8,3,209,215,3
6303,10,4,245,207,10
6304,9,7,288,139,9
6305,6,1,256,261,1
6306,3,5,367,305,3
6307,10,8,262,263,8
6308,4,2,399,170,4
6309,9,1,273,274,1
6310,5,7,282,286,7
6311,4,6,382,233,4
6312,3,10,399,90,3
6313,2,8,156,160,8
6314,5,4,270,271,4
6315,3,9,388,383,3
6316,10,6,142,229,10
6317,1,2,229,129,1
6318,8,7,241,242,7
6319,6,5,205,204,5
6320,4,9,357,167,4
6321,1,8,357,55,1
6322,10,7,181,179,7
6323,9,5,401,200,5
6324,3,2,286,253,3
6325,1,4,326,83,1
6326,8,6,279,282,6
6327,3,7,293,291,3
6328,2,10,179,339,2
6329,9,8,171,172,9
6330,7,4,244,247,4
6331,3,6,306,307,3
6332,2,5,244,337,2
6333,1,10,410,250,1
6334,1,9,397,327,1
6335,3,4,215,212,3
6336,1,3,240,241,3
6337,2,9,282,283,9
6338,5,10,286,205,5
6339,7,6,156,158,6
6340,4,8,428,326,4
6341,3,1,199,201,1
6342,9,10,322,223,9
6343,2,6,364,227,2
6344,8,5,344,345,5
6345,7,1,272,273,1
6346,4,3,311,177,4
6347,6,9,245,248,9
6348,5,1,191,192,1
6349,7,2,284,215,7
6350,8,3,209,215,3
6351,10,4,245,207,10
6352,9,7,288,139,9
6353,6,1,256,261,1
6354,3,5,367,305,3
6355,10,8,262,263,8
6356,4,2,399,170,4
6357,9,1,273,274,1
6358,5,7,282,286,7
6359,4,6,382,233,4
6360,3,10,399,90,3
6361,2,8,156,160,8
6362,5,4,270,271,4
6363,3,9,388,383,3
6364,10,6,142,229,10
6365,1,2,229,129,1
6366,8,7,241,242,7
6367,6,5,205,204,5
6368,4,9,357,167,4
6369,1,8,357,55,1
6370,10,7,181,179,7
6371,9,5,401,200,5
6372,3,2,286,253,3
6373,1,4,326,83,1
6374,8,6,279,282,6
6375,3,7,293,291,3
6376,2,10,179,339,2
6377,9,8,171,172,9
6378,7,4,244,247,4
6379,3,6,306,307,3
6380,2,5,244,337,2
6381,1,10,410,250,1
6382,1,9,397,327,1
6383,3,4,215,212,3
6384,1,3,240,241,3
6385,2,9,282,283,9
6386,5,10,286,205,5
6387,7,6,156,158,6
6388,4,8,428,326,4
6389,3,1,199,201,1
6390,9,10,322,223,9
6391,2,6,364,227,2
6392,8,5,344,345,5
6393,7,1,272,273,1
6394,4,3,311,177,4
6395,6,9,245,248,9
6396,5,1,191,192,1
6397,7,2,284,215,7
6398,8,3,209,215,3
6399,10,4,245,207,10
6400,9,7,288,139,9
6401,6,1,256,261,1
6402,3,5,367,305,3
6403,10,8,262,263,8
6404,4,2,399,170,4
6405,9,1,273,274,1
6406,5,7,282,286,7
6407,4,6,382,233,4
6408,3,10,399,90,3
6409,2,8,156,160,8
6410,5,4,270,271,4
6411,3,9,388,383,3
6412,10,6,142,229,10
6413,1,2,229,129,1
6414,8,7,241,242,7
6415,6,5,205,204,5
6416,4,9,357,167,4
6417,1,8,357,55,1
6418,10,7,181,179,7
6419,9,5,401,200,5
6420,3,2,286,253,3
6421,1,4,326,83,1
6422,8,6,279,282,6
6423,3,7,293,291,3
6424,2,10,179,339,2
6425,9,8,171,172,9
6426,7,4,244,247,4
6427,3,6,306,307,3
6428,2,5,244,337,2
6429,1,10,410,250,1
6430,1,9,397,327,1
6431,3,4,215,212,3
6432,1,3,240,241,3
6433,2,9,282,283,9
6434,5,10,286,205,5
6435,7,6,156,158,6
6436,4,8,428,326,4
6437,3,1,199,201,1
6438,9,10,322,223,9
6439,2,6,364,227,2
6440,8,5,344,345,5
6441,7,1,272,273,1
6442,4,3,311,177,4
6443,6,9,245,248,9
6444,5,1,191,192,1
6445,7,2,284,215,7
6446,8,3,209,215,3
6447,10,4,245,207,10
6448,9,7,288,139,9
6449,6,1,256,261,1
6450,3,5,367,305,3
6451,10,8,262,263,8
6452,4,2,399,170,4
6453,9,1,273,274,1
6454,5,7,282,286,7
6455,4,6,382,233,4
6456,3,10,399,90,3
6457,2,8,156,160,8
6458,5,4,270,271,4
6459,3,9,388,383,3
6460,10,6,142,229,10
6461,1,2,229,129,1
6462,8,7,241,242,7
6463,6,5,205,204,5
6464,4,9,357,167,4
6465,1,8,357,55,1
6466,10,7,181,179,7
6467,9,5,401,200,5
6468,3,2,286,253,3
6469,1,4,326,83,1
6470,8,6,279,282,6
6471,3,7,293,291,3
6472,2,10,179,339,2
6473,9,8,171,172,9
6474,7,4,244,247,4
6475,3,6,306,307,3
6476,2,5,244,337,2
6477,1,10,410,250,1
6478,1,9,397,327,1
6479,3,4,215,212,3
6480,1,3,240,241,3
6481,2,9,282,283,9
6482,5,10,286,205,5
6483,7,6,156,158,6
6484,4,8,428,326,4
6485,3,1,199,201,1
6486,9,10,322,223,9
6487,2,6,364,227,2
6488,8,5,344,345,5
6489,7,1,272,273,1
6490,4,3,311,177,4
6491,6,9,245,248,9
6492,5,1,191,192,1
6493,7,2,284,215,7
6494,8,3,209,215,3
6495,10,4,245,207,10
6496,9,7,288,139,9
6497,6,1,256,261,1
6498,3,5,367,305,3
6499,10,8,262,263,8
6500,4,2,399,170,4
6501,9,1,273,274,1
6502,5,7,282,286,7
6503,4,6,382,233,4
6504,3,10,399,90,3
6505,2,8,156,160,8
6506,5,4,270,271,4
6507,3,9,388,383,3
6508,10,6,142,229,10
6509,1,2,229,129,1
6510,8,7,241,242,7
6511,6,5,205,204,5
6512,4,9,357,167,4
6513,1,8,357,55,1
6514,10,7,181,179,7
6515,9,5,401,200,5
6516,3,2,286,253,3
6517,1,4,326,83,1
6518,8,6,279,282,6
6519,3,7,293,291,3
6520,2,10,179,339,2
6521,9,8,171,172,9
6522,7,4,244,247,4
6523,3,6,306,307,3
6524,2,5,244,337,2
6525,1,10,410,250,1
6526,1,9,397,327,1
6527,3,4,215,212,3
6528,1,3,240,241,3
6529,2,9,282,283,9
6530,5,10,286,205,5
6531,7,6,156,158,6
6532,4,8,428,326,4
6533,3,1,199,201,1
6534,9,10,322,223,9
6535,2,6,364,227,2
6536,8,5,344,345,5
6537,7,1,272,273,1
6538,4,3,311,177,4
6539,6,9,245,248,9
6540,5,1,191,192,1
6541,7,2,284,215,7
6542,8,3,209,215,3
6543,10,4,245,207,10
6544,9,7,288,139,9
6545,6,1,256,261,1
6546,3,5,367,305,3
6547,10,8,262,263,8
6548,4,2,399,170,4
6549,9,1,273,274,1
6550,5,7,282,286,7
6551,4,6,382,233,4
6552,3,10,399,90,3
6553,2,8,156,160,8
6554,5,4,270,271,4
6555,3,9,388,383,3
6556,10,6,142,229,10
6557,1,2,229,129,1
6558,8,7,241,242,7
6559,6,5,205,204,5
6560,4,9,357,167,4
6561,1,8,357,55,1
6562,10,7,181,179,7
6563,9,5,401,200,5
6564,3,2,286,253,3
6565,1,4,326,83,1
6566,8,6,279,282,6
6567,3,7,293,291,3
6568,2,10,179,339,2
6569,9,8,171,172,9
6570,7,4,244,247,4
6571,3,6,306,307,3
6572,2,5,244,337,2
6573,1,10,410,250,1
6574,1,9,397,327,1
6575,3,4,215,212,3
6576,1,3,240,241,3
6577,2,9,282,283,9
6578,5,10,286,205,5
6579,7,6,156,158,6
6580,4,8,428,326,4
6581,3,1,199,201,1
6582,9,10,322,223,9
6583,2,6,364,227,2
6584,8,5,344,345,5
6585,7,1,272,273,1
6586,4,3,311,177,4
6587,6,9,245,248,9
6588,5,1,191,192,1
6589,7,2,284,215,7
6590,8,3,209,215,3
6591,10,4,245,207,10
6592,9,7,288,139,9
6593,6,1,256,261,1
6594,3,5,367,305,3
6595,10,8,262,263,8
6596,4,2,399,170,4
6597,9,1,273,274,1
6598,5,7,282,286,7
6599,4,6,382,233,4
6600,3,10,399,90,3
6601,2,8,156,160,8
6602,5,4,270,271,4
6603,3,9,388,383,3
6604,10,6,142,229,10
6605,1,2,229,129,1
6606,8,7,241,242,7
6607,6,5,205,204,5
6608,4,9,357,167,4
6609,1,8,357,55,1
6610,10,7,181,179,7
6611,9,5,401,200,5
6612,3,2,286,253,3
6613,1,4,326,83,1
6614,8,6,279,282,6
6615,3,7,293,291,3
6616,2,10,179,339,2
6617,9,8,171,172,9
6618,7,4,244,247,4
6619,3,6,306,307,3
6620,2,5,244,337,2
6621,1,10,410,250,1
6622,1,9,397,327,1
6623,3,4,215,212,3
6624,1,3,240,241,3
6625,2,9,282,283,9
6626,5,10,286,205,5
6627,7,6,156,158,6
6628,4,8,428,326,4
6629,3,1,199,201,1
6630,9,10,322,223,9
6631,2,6,364,227,2
6632,8,5,344,345,5
6633,7,1,272,273,1
6634,4,3,311,177,4
6635,6,9,245,248,9
6636,5,1,191,192,1
6637,7,2,284,215,7
6638,8,3,209,215,3
6639,10,4,245,207,10
6640,9,7,288,139,9
6641,6,1,256,261,1
6642,3,5,367,305,3
6643,10,8,262,263,8
6644,4,2,399,170,4
6645,9,1,273,274,1
6646,5,7,282,286,7
6647,4,6,382,233,4
6648,3,10,399,90,3
6649,2,8,156,160,8
6650,5,4,270,271,4
6651,3,9,388,383,3
6652,10,6,142,229,10
6653,1,2,229,129,1
6654,8,7,241,242,7
6655,6,5,205,204,5
6656,4,9,357,167,4
6657,1,8,357,55,1
6658,10,7,181,179,7
6659,9,5,401,200,5
6660,3,2,286,253,3
6661,1,4,326,83,1
6662,8,6,279,282,6
6663,3,7,293,291,3
6664,2,10,179,339,2
6665,9,8,171,172,9
6666,7,4,244,247,4
6667,3,6,306,307,3
6668,2,5,244,337,2
6669,1,10,410,250,1
6670,1,9,397,327,1
6671,3,4,215,212,3
6672,1,3,240,241,3
6673,2,9,282,283,9
6674,5,10,286,205,5
6675,7,6,156,158,6
6676,4,8,428,326,4
6677,3,1,199,201,1
6678,9,10,322,223,9
6679,2,6,364,227,2
6680,8,5,344,345,5
6681,7,1,272,273,1
6682,4,3,311,177,4
6683,6,9,245,248,9
6684,5,1,191,192,1
6685,7,2,284,215,7
6686,8,3,209,215,3
6687,10,4,245,207,10
6688,9,7,288,139,9
6689,6,1,256,261,1
6690,3,5,367,305,3
6691,10,8,262,263,8
6692,4,2,399,170,4
6693,9,1,273,274,1
6694,5,7,282,286,7
6695,4,6,382,233,4
6696,3,10,399,90,3
6697,2,8,156,160,8
6698,5,4,270,271,4
6699,3,9,388,383,3
6700,10,6,142,229,10
6701,1,2,229,129,1
6702,8,7,241,242,7
6703,6,5,205,204,5
6704,4,9,357,167,4
6705,1,8,357,55,1
6706,10,7,181,179,7
6707,9,5,401,200,5
6708,3,2,286,253,3
6709,1,4,326,83,1
6710,8,6,279,282,6
6711,3,7,293,291,3
6712,2,10,179,339,2
6713,9,8,171,172,9
6714,7,4,244,247,4
6715,3,6,306,307,3
6716,2,5,244,337,2
6717,1,10,410,250,1
6718,1,9,397,327,1
6719,3,4,215,212,3
6720,1,3,240,241,3
6721,2,9,282,283,9
6722,5,10,286,205,5
6723,7,6,156,158,6
6724,4,8,428,326,4
6725,3,1,199,201,1
6726,9,10,322,223,9
6727,2,6,364,227,2
6728,8,5,344,345,5
6729,7,1,272,273,1
6730,4,3,311,177,4
6731,6,9,245,248,9
6732,5,1,191,192,1
6733,7,2,284,215,7
6734,8,3,209,215,3
6735,10,4,245,207,10
6736,9,7,288,139,9
6737,6,1,256,261,1
6738,3,5,367,305,3
6739,10,8,262,263,8
6740,4,2,399,170,4
6741,9,1,273,274,1
6742,5,7,282,286,7
6743,4,6,382,233,4
6744,3,10,399,90,3
6745,2,8,156,160,8
6746,5,4,270,271,4
6747,3,9,388,383,3
6748,10,6,142,229,10
6749,1,2,229,129,1
6750,8,7,241,242,7
6751,6,5,205,204,5
6752,4,9,357,167,4
6753,1,8,357,55,1
6754,10,7,181,179,7
6755,9,5,401,200,5
6756,3,2,286,253,3
6757,1,4,326,83,1
6758,8,6,279,282,6
6759,3,7,293,291,3
6760,2,10,179,339,2
6761,9,8,171,172,9
6762,7,4,244,247,4
6763,3,6,306,307,3
6764,2,5,244,337,2
6765,1,10,410,250,1
6766,1,9,397,327,1
6767,3,4,215,212,3
6768,1,3,240,241,3
6769,2,9,282,283,9
6770,5,10,286,205,5
6771,7,6,156,158,6
6772,4,8,428,326,4
6773,3,1,199,201,1
6774,9,10,322,223,9
6775,2,6,364,227,2
6776,8,5,344,345,5
6777,7,1,272,273,1
6778,4,3,311,177,4
6779,6,9,245,248,9
6780,5,1,191,192,1
6781,7,2,284,215,7
6782,8,3,209,215,3
6783,10,4,245,207,10
6784,9,7,288,139,9
6785,6,1,256,261,1
6786,3,5,367,305,3
6787,10,8,262,263,8
6788,4,2,399,170,4
6789,9,1,273,274,1
6790,5,7,282,286,7
6791,4,6,382,233,4
6792,3,10,399,90,3
6793,2,8,156,160,8
6794,5,4,270,271,4
6795,3,9,388,383,3
6796,10,6,142,229,10
6797,1,2,229,129,1
6798,8,7,241,242,7
6799,6,5,205,204,5
6800,4,9,357,167,4
6801,1,8,357,55,1
6802,10,7,181,179,7
6803,9,5,401,200,5
6804,3,2,286,253,3
6805,1,4,326,83,1
6806,8,6,279,282,6
6807,3,7,293,291,3
6808,2,10,179,339,2
6809,9,8,171,172,9
6810,7,4,244,247,4
6811,3,6,306,307,3
6812,2,5,244,337,2
6813,1,10,410,250,1
6814,1,9,397,327,1
6815,3,4,215,212,3
6816,1,3,240,241,3
6817,2,9,282,283,9
6818,5,10,286,205,5
6819,7,6,156,158,6
6820,4,8,428,326,4
6821,3,1,199,201,1
6822,9,10,322,223,9
6823,2,6,364,227,2
6824,8,5,344,345,5
6825,7,1,272,273,1
6826,4,3,311,177,4
6827,6,9,245,248,9
6828,5,1,191,192,1
6829,7,2,284,215,7
6830,8,3,209,215,3
6831,10,4,245,207,10
6832,9,7,288,139,9
6833,6,1,256,261,1
6834,3,5,367,305,3
6835,10,8,262,263,8
6836,4,2,399,170,4
6837,9,1,273,274,1
6838,5,7,282,286,7
6839,4,6,382,233,4
6840,3,10,399,90,3
6841,2,8,156,160,8
6842,5,4,270,271,4
6843,3,9,388,383,3
6844,10,6,142,229,10
6845,1,2,229,129,1
6846,8,7,241,242,7
6847,6,5,205,204,5
6848,4,9,357,167,4
6849,1,8,357,55,1
6850,10,7,181,179,7
6851,9,5,401,200,5
6852,3,2,286,253,3
6853,1,4,326,83,1
6854,8,6,279,282,6
6855,3,7,293,291,3
6856,2,10,179,339,2
6857,9,8,171,172,9
6858,7,4,244,247,4
6859,3,6,306,307,3
6860,2,5,244,337,2
6861,1,10,410,250,1
6862,1,9,397,327,1
6863,3,4,215,212,3
6864,1,3,240,241,3
6865,2,9,282,283,9
6866,5,10,286,205,5
6867,7,6,156,158,6
6868,4,8,428,326,4
6869,3,1,199,201,1
6870,9,10,322,223,9
6871,2,6,364,227,2
6872,8,5,344,345,5
6873,7,1,272,273,1
6874,4,3,311,177,4
6875,6,9,245,248,9
6876,5,1,191,192,1
6877,7,2,284,215,7
6878,8,3,209,215,3
6879,10,4,245,207,10
6880,9,7,288,139,9
6881,6,1,256,261,1
6882,3,5,367,305,3
6883,10,8,262,263,8
6884,4,2,399,170,4
6885,9,1,273,274,1
6886,5,7,282,286,7
6887,4,6,382,233,4
6888,3,10,399,90,3
6889,2,8,156,160,8
6890,5,4,270,271,4
6891,3,9,388,383,3
6892,10,6,142,229,10
6893,1,2,229,129,1
6894,8,7,241,242,7
6895,6,5,205,204,5
6896,4,9,357,167,4
6897,1,8,357,55,1
6898,10,7,181,179,7
6899,9,5,401,200,5
