Match ID,TeamA_id,TeamB_id,Score_A,Score_B,Wining_Team
3032,8,5,344,345,5
3033,7,1,272,273,1
3034,4,3,311,177,4
3035,6,9,245,248,9
3036,5,1,191,192,1
3037,7,2,284,215,7
3038,8,3,209,215,3
3039,10,4,245,207,10
3040,9,7,288,139,9
3041,6,1,256,261,1
3042,3,5,367,305,3
3043,10,8,262,263,8
3044,4,2,399,170,4
3045,9,1,273,274,1
3046,5,7,282,286,7
3047,4,6,382,233,4
3048,3,10,399,90,3
3049,2,8,156,160,8
3050,5,4,270,271,4
3051,3,9,388,383,3
3052,10,6,142,229,10
3053,1,2,229,129,1
3054,8,7,241,242,7
3055,6,5,205,204,5
3056,4,9,357,167,4
3057,1,8,357,55,1
3058,10,7,181,179,7
3059,9,5,401,200,5
3060,3,2,286,253,3
3061,1,4,326,83,1
3062,8,6,279,282,6
3063,3,7,293,291,3
3064,2,10,179,339,2
3065,9,8,171,172,9
3066,7,4,244,247,4
3067,3,6,306,307,3
3068,2,5,244,337,2
3069,1,10,410,250,1
3070,1,9,397,327,1
3071,3,4,215,212,3
3072,1,3,240,241,3
3073,2,9,282,283,9
3074,5,10,286,205,5
3075,7,6,156,158,6
3076,4,8,428,326,4
3077,3,1,199,201,1
3078,9,10,322,223,9
3079,2,6,364,227,2
3080,8,5,344,345,5
3081,7,1,272,273,1
3082,4,3,311,177,4
3083,6,9,245,248,9
3084,5,1,191,192,1
3085,7,2,284,215,7
3086,8,3,209,215,3
3087,10,4,245,207,10
3088,9,7,288,139,9
3089,6,1,256,261,1
3090,3,5,367,305,3
3091,10,8,262,263,8
3092,4,2,399,170,4
3093,9,1,273,274,1
3094,5,7,282,286,7
3095,4,6,382,233,4
3096,3,10,399,90,3
3097,2,8,156,160,8
3098,5,4,270,271,4
3099,3,9,388,383,3
3100,10,6,142,229,10
3101,1,2,229,129,1
3102,8,7,241,242,7
3103,6,5,205,204,5
3104,4,9,357,167,4
3105,1,8,357,55,1
3106,10,7,181,179,7
3107,9,5,401,200,5
3108,3,2,286,253,3
3109,1,4,326,83,1
3110,8,6,279,282,6
3111,3,7,293,291,3
3112,2,10,179,339,2
3113,9,8,171,172,9
3114,7,4,244,247,4
3115,3,6,306,307,3
3116,2,5,244,337,2
3117,1,10,410,250,1
3118,1,9,397,327,1
3119,3,4,215,212,3
3120,1,3,240,241,3
3121,2,9,282,283,9
3122,5,10,286,205,5
3123,7,6,156,158,6
3124,4,8,428,326,4
3125,3,1,199,201,1
3126,9,10,322,223,9
3127,2,6,364,227,2
3128,8,5,344,345,5
3129,7,1,272,273,1
3130,4,3,311,177,4
3131,6,9,245,248,9
3132,5,1,191,192,1
3133,7,2,284,215,7
3134,8,3,209,215,3
3135,10,4,245,207,10
3136,9,7,288,139,9
3137,6,1,256,261,1
3138,3,5,367,305,3
3139,10,8,262,263,8
3140,4,2,399,170,4
3141,9,1,273,274,1
3142,5,7,282,286,7
3143,4,6,382,233,4
3144,3,10,399,90,3
3145,2,8,156,160,8
3146,5,4,270,271,4
3147,3,9,388,383,3
3148,10,6,142,229,10
3149,1,2,229,129,1
3150,8,7,241,242,7
3151,6,5,205,204,5
3152,4,9,357,167,4
3153,1,8,357,55,1
3154,10,7,181,179,7
3155,9,5,401,200,5
3156,3,2,286,253,3
3157,1,4,326,83,1
3158,8,6,279,282,6
3159,3,7,293,291,3
3160,2,10,179,339,2
3161,9,8,171,172,9
3162,7,4,244,247,4
3163,3,6,306,307,3
3164,2,5,244,337,2
3165,1,10,410,250,1
3166,1,9,397,327,1
3167,3,4,215,212,3
3168,1,3,240,241,3
3169,2,9,282,283,9
3170,5,10,286,205,5
3171,7,6,156,158,6
3172,4,8,428,326,4
3173,3,1,199,201,1
3174,9,10,322,223,9
3175,2,6,364,227,2
3176,8,5,344,345,5
3177,7,1,272,273,1
3178,4,3,311,177,4
3179,6,9,245,248,9
3180,5,1,191,192,1
3181,7,2,284,215,7
3182,8,3,209,215,3
3183,10,4,245,207,10
3184,9,7,288,139,9
3185,6,1,256,261,1
3186,3,5,367,305,3
3187,10,8,262,263,8
3188,4,2,399,170,4
3189,9,1,273,274,1
3190,5,7,282,286,7
3191,4,6,382,233,4
3192,3,10,399,90,3
3193,2,8,156,160,8
3194,5,4,270,271,4
3195,3,9,388,383,3
3196,10,6,142,229,10
3197,1,2,229,129,1
3198,8,7,241,242,7
3199,6,5,205,204,5
3200,4,9,357,167,4
3201,1,8,357,55,1
3202,10,7,181,179,7
3203,9,5,401,200,5
3204,3,2,286,253,3
3205,1,4,326,83,1
3206,8,6,279,282,6
3207,3,7,293,291,3
3208,2,10,179,339,2
3209,9,8,171,172,9
3210,7,4,244,247,4
3211,3,6,306,307,3
3212,2,5,244,337,2
3213,1,10,410,250,1
3214,1,9,397,327,1
3215,3,4,215,212,3
3216,1,3,240,241,3
3217,2,9,282,283,9
3218,5,10,286,205,5
3219,7,6,156,158,6
3220,4,8,428,326,4
3221,3,1,199,201,1
3222,9,10,322,223,9
3223,2,6,364,227,2
3224,8,5,344,345,5
3225,7,1,272,273,1
3226,4,3,311,177,4
3227,6,9,245,248,9
3228,5,1,191,192,1
3229,7,2,284,215,7
3230,8,3,209,215,3
3231,10,4,245,207,10
3232,9,7,288,139,9
3233,6,1,256,261,1
3234,3,5,367,305,3
3235,10,8,262,263,8
3236,4,2,399,170,4
3237,9,1,273,274,1
3238,5,7,282,286,7
3239,4,6,382,233,4
3240,3,10,399,90,3
3241,2,8,156,160,8
3242,5,4,270,271,4
3243,3,9,388,383,3
3244,10,6,142,229,10
3245,1,2,229,129,1
3246,8,7,241,242,7
3247,6,5,205,204,5
3248,4,9,357,167,4
3249,1,8,357,55,1
3250,10,7,181,179,7
3251,9,5,401,200,5
3252,3,2,286,253,3
3253,1,4,326,83,1
3254,8,6,279,282,6
3255,3,7,293,291,3
3256,2,10,179,339,2
3257,9,8,171,172,9
3258,7,4,244,247,4
3259,3,6,306,307,3
3260,2,5,244,337,2
3261,1,10,410,250,1
3262,1,9,397,327,1
3263,3,4,215,212,3
3264,1,3,240,241,3
3265,2,9,282,283,9
3266,5,10,286,205,5
3267,7,6,156,158,6
3268,4,8,428,326,4
3269,3,1,199,201,1
3270,9,10,322,223,9
3271,2,6,364,227,2
3272,8,5,344,345,5
3273,7,1,272,273,1
3274,4,3,311,177,4
3275,6,9,245,248,9
3276,5,1,191,192,1
3277,7,2,284,215,7
3278,8,3,209,215,3
3279,10,4,245,207,10
3280,9,7,288,139,9
3281,6,1,256,261,1
3282,3,5,367,305,3
3283,10,8,262,263,8
3284,4,2,399,170,4
3285,9,1,273,274,1
3286,5,7,282,286,7
3287,4,6,382,233,4
3288,3,10,399,90,3
3289,2,8,156,160,8
3290,5,4,270,271,4
3291,3,9,388,383,3
3292,10,6,142,229,10
3293,1,2,229,129,1
3294,8,7,241,242,7
3295,6,5,205,204,5
3296,4,9,357,167,4
3297,1,8,357,55,1
3298,10,7,181,179,7
3299,9,5,401,200,5
3300,3,2,286,253,3
3301,1,4,326,83,1
3302,8,6,279,282,6
3303,3,7,293,291,3
3304,2,10,179,339,2
3305,9,8,171,172,9
3306,7,4,244,247,4
3307,3,6,306,307,3
3308,2,5,244,337,2
3309,1,10,410,250,1
3310,1,9,397,327,1
3311,3,4,215,212,3
3312,1,3,240,241,3
3313,2,9,282,283,9
3314,5,10,286,205,5
3315,7,6,156,158,6
3316,4,8,428,326,4
3317,3,1,199,201,1
3318,9,10,322,223,9
3319,2,6,364,227,2
3320,8,5,344,345,5
3321,7,1,272,273,1
3322,4,3,311,177,4
3323,6,9,245,248,9
3324,5,1,191,192,1
3325,7,2,284,215,7
3326,8,3,209,215,3
3327,10,4,245,207,10
3328,9,7,288,139,9
3329,6,1,256,261,1
3330,3,5,367,305,3
3331,10,8,262,263,8
3332,4,2,399,170,4
3333,9,1,273,274,1
3334,5,7,282,286,7
3335,4,6,382,233,4
3336,3,10,399,90,3
3337,2,8,156,160,8
3338,5,4,270,271,4
3339,3,9,388,383,3
3340,10,6,142,229,10
3341,1,2,229,129,1
3342,8,7,241,242,7
3343,6,5,205,204,5
3344,4,9,357,167,4
3345,1,8,357,55,1
3346,10,7,181,179,7
3347,9,5,401,200,5
3348,3,2,286,253,3
3349,1,4,326,83,1
3350,8,6,279,282,6
3351,3,7,293,291,3
3352,2,10,179,339,2
3353,9,8,171,172,9
3354,7,4,244,247,4
3355,3,6,306,307,3
3356,2,5,244,337,2
3357,1,10,410,250,1
3358,1,9,397,327,1
3359,3,4,215,212,3
3360,1,3,240,241,3
3361,2,9,282,283,9
3362,5,10,286,205,5
3363,7,6,156,158,6
3364,4,8,428,326,4
3365,3,1,199,201,1
3366,9,10,322,223,9
3367,2,6,364,227,2
3368,8,5,344,345,5
3369,7,1,272,273,1
3370,4,3,311,177,4
3371,6,9,245,248,9
3372,5,1,191,192,1
3373,7,2,284,215,7
3374,8,3,209,215,3
3375,10,4,245,207,10
3376,9,7,288,139,9
3377,6,1,256,261,1
3378,3,5,367,305,3
3379,10,8,262,263,8
3380,4,2,399,170,4
3381,9,1,273,274,1
3382,5,7,282,286,7
3383,4,6,382,233,4
3384,3,10,399,90,3
3385,2,8,156,160,8
3386,5,4,270,271,4
3387,3,9,388,383,3
3388,10,6,142,229,10
3389,1,2,229,129,1
3390,8,7,241,242,7
3391,6,5,205,204,5
3392,4,9,357,167,4
3393,1,8,357,55,1
3394,10,7,181,179,7
3395,9,5,401,200,5
3396,3,2,286,253,3
3397,1,4,326,83,1
3398,8,6,279,282,6
3399,3,7,293,291,3
3400,2,10,179,339,2
3401,9,8,171,172,9
3402,7,4,244,247,4
3403,3,6,306,307,3
3404,2,5,244,337,2
3405,1,10,410,250,1
3406,1,9,397,327,1
3407,3,4,215,212,3
3408,1,3,240,241,3
3409,2,9,282,283,9
3410,5,10,286,205,5
3411,7,6,156,158,6
3412,4,8,428,326,4
3413,3,1,199,201,1
3414,9,10,322,223,9
3415,2,6,364,227,2
3416,8,5,344,345,5
3417,7,1,272,273,1
3418,4,3,311,177,4
3419,6,9,245,248,9
3420,5,1,191,192,1
3421,7,2,284,215,7
3422,8,3,209,215,3
3423,10,4,245,207,10
3424,9,7,288,139,9
3425,6,1,256,261,1
3426,3,5,367,305,3
3427,10,8,262,263,8
3428,4,2,399,170,4
3429,9,1,273,274,1
3430,5,7,282,286,7
3431,4,6,382,233,4
3432,3,10,399,90,3
3433,2,8,156,160,8
3434,5,4,270,271,4
3435,3,9,388,383,3
3436,10,6,142,229,10
3437,1,2,229,129,1
3438,8,7,241,242,7
3439,6,5,205,204,5
3440,4,9,357,167,4
3441,1,8,357,55,1
3442,10,7,181,179,7
3443,9,5,401,200,5
3444,3,2,286,253,3
3445,1,4,326,83,1
3446,8,6,279,282,6
3447,3,7,293,291,3
3448,2,10,179,339,2
3449,9,8,171,172,9
3450,7,4,244,247,4
3451,3,6,306,307,3
3452,2,5,244,337,2
3453,1,10,410,250,1
3454,1,9,397,327,1
3455,3,4,215,212,3
3456,1,3,240,241,3
3457,2,9,282,283,9
3458,5,10,286,205,5
3459,7,6,156,158,6
3460,4,8,428,326,4
3461,3,1,199,201,1
3462,9,10,322,223,9
3463,2,6,364,227,2
3464,8,5,344,345,5
3465,7,1,272,273,1
3466,4,3,311,177,4
3467,6,9,245,248,9
3468,5,1,191,192,1
3469,7,2,284,215,7
3470,8,3,209,215,3
3471,10,4,245,207,10
3472,9,7,288,139,9
3473,6,1,256,261,1
3474,3,5,367,305,3
3475,10,8,262,263,8
3476,4,2,399,170,4
3477,9,1,273,274,1
3478,5,7,282,286,7
3479,4,6,382,233,4
3480,3,10,399,90,3
3481,2,8,156,160,8
3482,5,4,270,271,4
3483,3,9,388,383,3
3484,10,6,142,229,10
3485,1,2,229,129,1
3486,8,7,241,242,7
3487,6,5,205,204,5
3488,4,9,357,167,4
3489,1,8,357,55,1
3490,10,7,181,179,7
3491,9,5,401,200,5
3492,3,2,286,253,3
3493,1,4,326,83,1
3494,8,6,279,282,6
3495,3,7,293,291,3
3496,2,10,179,339,2
3497,9,8,171,172,9
3498,7,4,244,247,4
3499,3,6,306,307,3
3500,2,5,244,337,2
3501,1,10,410,250,1
3502,1,9,397,327,1
3503,3,4,215,212,3
3504,1,3,240,241,3
3505,2,9,282,283,9
3506,5,10,286,205,5
3507,7,6,156,158,6
3508,4,8,428,326,4
3509,3,1,199,201,1
3510,9,10,322,223,9
3511,2,6,364,227,2
3512,8,5,344,345,5
3513,7,1,272,273,1
3514,4,3,311,177,4
3515,6,9,245,248,9
3516,5,1,191,192,1
3517,7,2,284,215,7
3518,8,3,209,215,3
3519,10,4,245,207,10
3520,9,7,288,139,9
3521,6,1,256,261,1
3522,3,5,367,305,3
3523,10,8,262,263,8
3524,4,2,399,170,4
3525,9,1,273,274,1
3526,5,7,282,286,7
3527,4,6,382,233,4
3528,3,10,399,90,3
3529,2,8,156,160,8
3530,5,4,270,271,4
3531,3,9,388,383,3
3532,10,6,142,229,10
3533,1,2,229,129,1
3534,8,7,241,242,7
3535,6,5,205,204,5
3536,4,9,357,167,4
3537,1,8,357,55,1
3538,10,7,181,179,7
3539,9,5,401,200,5
3540,3,2,286,253,3
3541,1,4,326,83,1
3542,8,6,279,282,6
3543,3,7,293,291,3
3544,2,10,179,339,2
3545,9,8,171,172,9
3546,7,4,244,247,4
3547,3,6,306,307,3
3548,2,5,244,337,2
3549,1,10,410,250,1
3550,1,9,397,327,1
3551,3,4,215,212,3
3552,1,3,240,241,3
3553,2,9,282,283,9
3554,5,10,286,205,5
3555,7,6,156,158,6
3556,4,8,428,326,4
3557,3,1,199,201,1
3558,9,10,322,223,9
3559,2,6,364,227,2
3560,8,5,344,345,5
3561,7,1,272,273,1
3562,4,3,311,177,4
3563,6,9,245,248,9
3564,5,1,191,192,1
3565,7,2,284,215,7
3566,8,3,209,215,3
3567,10,4,245,207,10
3568,9,7,288,139,9
3569,6,1,256,261,1
3570,3,5,367,305,3
3571,10,8,262,263,8
3572,4,2,399,170,4
3573,9,1,273,274,1
3574,5,7,282,286,7
3575,4,6,382,233,4
3576,3,10,399,90,3
3577,2,8,156,160,8
3578,5,4,270,271,4
3579,3,9,388,383,3
3580,10,6,142,229,10
3581,1,2,229,129,1
3582,8,7,241,242,7
3583,6,5,205,204,5
3584,4,9,357,167,4
3585,1,8,357,55,1
3586,10,7,181,179,7
3587,9,5,401,200,5
3588,3,2,286,253,3
3589,1,4,326,83,1
3590,8,6,279,282,6
3591,3,7,293,291,3
3592,2,10,179,339,2
3593,9,8,171,172,9
3594,7,4,244,247,4
3595,3,6,306,307,3
3596,2,5,244,337,2
3597,1,10,410,250,1
3598,1,9,397,327,1
3599,3,4,215,212,3
3600,1,3,240,241,3
3601,2,9,282,283,9
3602,5,10,286,205,5
3603,7,6,156,158,6
3604,4,8,428,326,4
3605,3,1,199,201,1
3606,9,10,322,223,9
3607,2,6,364,227,2
3608,8,5,344,345,5
3609,7,1,272,273,1
3610,4,3,311,177,4
3611,6,9,245,248,9
3612,5,1,191,192,1
3613,7,2,284,215,7
3614,8,3,209,215,3
3615,10,4,245,207,10
3616,9,7,288,139,9
3617,6,1,256,261,1
3618,3,5,367,305,3
3619,10,8,262,263,8
3620,4,2,399,170,4
3621,9,1,273,274,1
3622,5,7,282,286,7
3623,4,6,382,233,4
3624,3,10,399,90,3
3625,2,8,156,160,8
3626,5,4,270,271,4
3627,3,9,388,383,3
3628,10,6,142,229,10
3629,1,2,229,129,1
3630,8,7,241,242,7
3631,6,5,205,204,5
3632,4,9,357,167,4
3633,1,8,357,55,1
3634,10,7,181,179,7
3635,9,5,401,200,5
3636,3,2,286,253,3
3637,1,4,326,83,1
3638,8,6,279,282,6
3639,3,7,293,291,3
3640,2,10,179,339,2
3641,9,8,171,172,9
3642,7,4,244,247,4
3643,3,6,306,307,3
3644,2,5,244,337,2
3645,1,10,410,250,1
3646,1,9,397,327,1
3647,3,4,215,212,3
3648,1,3,240,241,3
3649,2,9,282,283,9
3650,5,10,286,205,5
3651,7,6,156,158,6
3652,4,8,428,326,4
3653,3,1,199,201,1
3654,9,10,322,223,9
3655,2,6,364,227,2
3656,8,5,344,345,5
3657,7,1,272,273,1
3658,4,3,311,177,4
3659,6,9,245,248,9
3660,5,1,191,192,1
3661,7,2,284,215,7
3662,8,3,209,215,3
3663,10,4,245,207,10
3664,9,7,288,139,9
3665,6,1,256,261,1
3666,3,5,367,305,3
3667,10,8,262,263,8
3668,4,2,399,170,4
3669,9,1,273,274,1
3670,5,7,282,286,7
3671,4,6,382,233,4
3672,3,10,399,90,3
3673,2,8,156,160,8
3674,5,4,270,271,4
3675,3,9,388,383,3
3676,10,6,142,229,10
3677,1,2,229,129,1
3678,8,7,241,242,7
3679,6,5,205,204,5
3680,4,9,357,167,4
3681,1,8,357,55,1
3682,10,7,181,179,7
3683,9,5,401,200,5
3684,3,2,286,253,3
3685,1,4,326,83,1
3686,8,6,279,282,6
3687,3,7,293,291,3
3688,2,10,179,339,2
3689,9,8,171,172,9
3690,7,4,244,247,4
3691,3,6,306,307,3
3692,2,5,244,337,2
3693,1,10,410,250,1
3694,1,9,397,327,1
3695,3,4,215,212,3
3696,1,3,240,241,3
3697,2,9,282,283,9
3698,5,10,286,205,5
3699,7,6,156,158,6
3700,4,8,428,326,4
3701,3,1,199,201,1
3702,9,10,322,223,9
3703,2,6,364,227,2
3704,8,5,344,345,5
3705,7,1,272,273,1
3706,4,3,311,177,4
3707,6,9,245,248,9
3708,5,1,191,192,1
3709,7,2,284,215,7
3710,8,3,209,215,3
3711,10,4,245,207,10
3712,9,7,288,139,9
3713,6,1,256,261,1
3714,3,5,367,305,3
3715,10,8,262,263,8
3716,4,2,399,170,4
3717,9,1,273,274,1
3718,5,7,282,286,7
3719,4,6,382,233,4
3720,3,10,399,90,3
3721,2,8,156,160,8
3722,5,4,270,271,4
3723,3,9,388,383,3
3724,10,6,142,229,10
3725,1,2,229,129,1
3726,8,7,241,242,7
3727,6,5,205,204,5
3728,4,9,357,167,4
3729,1,8,357,55,1
3730,10,7,181,179,7
3731,9,5,401,200,5
3732,3,2,286,253,3
3733,1,4,326,83,1
3734,8,6,279,282,6
3735,3,7,293,291,3
3736,2,10,179,339,2
3737,9,8,171,172,9
3738,7,4,244,247,4
3739,3,6,306,307,3
3740,2,5,244,337,2
3741,1,10,410,250,1
3742,1,9,397,327,1
3743,3,4,215,212,3
3744,1,3,240,241,3
3745,2,9,282,283,9
3746,5,10,286,205,5
3747,7,6,156,158,6
3748,4,8,428,326,4
3749,3,1,199,201,1
3750,9,10,322,223,9
3751,2,6,364,227,2
3752,8,5,344,345,5
3753,7,1,272,273,1
3754,4,3,311,177,4
3755,6,9,245,248,9
3756,5,1,191,192,1
3757,7,2,284,215,7
3758,8,3,209,215,3
3759,10,4,245,207,10
3760,9,7,288,139,9
3761,6,1,256,261,1
3762,3,5,367,305,3
3763,10,8,262,263,8
3764,4,2,399,170,4
3765,9,1,273,274,1
3766,5,7,282,286,7
3767,4,6,382,233,4
3768,3,10,399,90,3
3769,2,8,156,160,8
3770,5,4,270,271,4
3771,3,9,388,383,3
3772,10,6,142,229,10
3773,1,2,229,129,1
3774,8,7,241,242,7
3775,6,5,205,204,5
3776,4,9,357,167,4
3777,1,8,357,55,1
3778,10,7,181,179,7
3779,9,5,401,200,5
3780,3,2,286,253,3
3781,1,4,326,83,1
3782,8,6,279,282,6
3783,3,7,293,291,3
3784,2,10,179,339,2
3785,9,8,171,172,9
3786,7,4,244,247,4
3787,3,6,306,307,3
3788,2,5,244,337,2
3789,1,10,410,250,1
3790,1,9,397,327,1
3791,3,4,215,212,3
3792,1,3,240,241,3
3793,2,9,282,283,9
3794,5,10,286,205,5
3795,7,6,156,158,6
3796,4,8,428,326,4
3797,3,1,199,201,1
3798,9,10,322,223,9
3799,2,6,364,227,2
3800,8,5,344,345,5
3801,7,1,272,273,1
3802,4,3,311,177,4
3803,6,9,245,248,9
3804,5,1,191,192,1
3805,7,2,284,215,7
3806,8,3,209,215,3
3807,10,4,245,207,10
3808,9,7,288,139,9
3809,6,1,256,261,1
3810,3,5,367,305,3
3811,10,8,262,263,8
3812,4,2,399,170,4
3813,9,1,273,274,1
3814,5,7,282,286,7
3815,4,6,382,233,4
3816,3,10,399,90,3
3817,2,8,156,160,8
3818,5,4,270,271,4
3819,3,9,388,383,3
3820,10,6,142,229,10
3821,1,2,229,129,1
3822,8,7,241,242,7
3823,6,5,205,204,5
3824,4,9,357,167,4
3825,1,8,357,55,1
3826,10,7,181,179,7
3827,9,5,401,200,5
3828,3,2,286,253,3
3829,1,4,326,83,1
3830,8,6,279,282,6
3831,3,7,293,291,3
3832,2,10,179,339,2
3833,9,8,171,172,9
3834,7,4,244,247,4
3835,3,6,306,307,3
3836,2,5,244,337,2
3837,1,10,410,250,1
3838,1,9,397,327,1
3839,3,4,215,212,3
3840,1,3,240,241,3
3841,2,9,282,283,9
3842,5,10,286,205,5
3843,7,6,156,158,6
3844,4,8,428,326,4
3845,3,1,199,201,1
3846,9,10,322,223,9
3847,2,6,364,227,2
3848,8,5,344,345,5
3849,7,1,272,273,1
3850,4,3,311,177,4
3851,6,9,245,248,9
3852,5,1,191,192,1
3853,7,2,284,215,7
3854,8,3,209,215,3
3855,10,4,245,207,10
3856,9,7,288,139,9
3857,6,1,256,261,1
3858,3,5,367,305,3
3859,10,8,262,263,8
3860,4,2,399,170,4
3861,9,1,273,274,1
3862,5,7,282,286,7
3863,4,6,382,233,4
3864,3,10,399,90,3
3865,2,8,156,160,8
3866,5,4,270,271,4
3867,3,9,388,383,3
3868,10,6,142,229,10
3869,1,2,229,129,1
3870,8,7,241,242,7
3871,6,5,205,204,5
3872,4,9,357,167,4
3873,1,8,357,55,1
3874,10,7,181,179,7
3875,9,5,401,200,5
3876,3,2,286,253,3
3877,1,4,326,83,1
3878,8,6,279,282,6
3879,3,7,293,291,3
3880,2,10,179,339,2
3881,9,8,171,172,9
3882,7,4,244,247,4
3883,3,6,306,307,3
3884,2,5,244,337,2
3885,1,10,410,250,1
3886,1,9,397,327,1
3887,3,4,215,212,3
3888,1,3,240,241,3
3889,2,9,282,283,9
3890,5,10,286,205,5
3891,7,6,156,158,6
3892,4,8,428,326,4
3893,3,1,199,201,1
3894,9,10,322,223,9
3895,2,6,364,227,2
3896,8,5,344,345,5
3897,7,1,272,273,1
3898,4,3,311,177,4
3899,6,9,245,248,9
3900,5,1,191,192,1
3901,7,2,284,215,7
3902,8,3,209,215,3
3903,10,4,245,207,10
3904,9,7,288,139,9
3905,6,1,256,261,1
3906,3,5,367,305,3
3907,10,8,262,263,8
3908,4,2,399,170,4
3909,9,1,273,274,1
3910,5,7,282,286,7
3911,4,6,382,233,4
3912,3,10,399,90,3
3913,2,8,156,160,8
3914,5,4,270,271,4
3915,3,9,388,383,3
3916,10,6,142,229,10
3917,1,2,229,129,1
3918,8,7,241,242,7
3919,6,5,205,204,5
3920,4,9,357,167,4
3921,1,8,357,55,1
3922,10,7,181,179,7
3923,9,5,401,200,5
3924,3,2,286,253,3
3925,1,4,326,83,1
3926,8,6,279,282,6
3927,3,7,293,291,3
3928,2,10,179,339,2
3929,9,8,171,172,9
3930,7,4,244,247,4
3931,3,6,306,307,3
3932,2,5,244,337,2
3933,1,10,410,250,1
3934,1,9,397,327,1
3935,3,4,215,212,3
3936,1,3,240,241,3
3937,2,9,282,283,9
3938,5,10,286,205,5
3939,7,6,156,158,6
3940,4,8,428,326,4
3941,3,1,199,201,1
3942,9,10,322,223,9
3943,2,6,364,227,2
3944,8,5,344,345,5
3945,7,1,272,273,1
3946,4,3,311,177,4
3947,6,9,245,248,9
3948,5,1,191,192,1
3949,7,2,284,215,7
3950,8,3,209,215,3
3951,10,4,245,207,10
3952,9,7,288,139,9
3953,6,1,256,261,1
3954,3,5,367,305,3
3955,10,8,262,263,8
3956,4,2,399,170,4
3957,9,1,273,274,1
3958,5,7,282,286,7
3959,4,6,382,233,4
3960,3,10,399,90,3
3961,2,8,156,160,8
3962,5,4,270,271,4
3963,3,9,388,383,3
3964,10,6,142,229,10
3965,1,2,229,129,1
3966,8,7,241,242,7
3967,6,5,205,204,5
3968,4,9,357,167,4
3969,1,8,357,55,1
3970,10,7,181,179,7
3971,9,5,401,200,5
3972,3,2,286,253,3
3973,1,4,326,83,1
3974,8,6,279,282,6
3975,3,7,293,291,3
3976,2,10,179,339,2
3977,9,8,171,172,9
3978,7,4,244,247,4
3979,3,6,306,307,3
3980,2,5,244,337,2
3981,1,10,410,250,1
3982,1,9,397,327,1
3983,3,4,215,212,3
3984,1,3,240,241,3
3985,2,9,282,283,9
3986,5,10,286,205,5
3987,7,6,156,158,6
3988,4,8,428,326,4
3989,3,1,199,201,1
3990,9,10,322,223,9
3991,2,6,364,227,2
3992,8,5,344,345,5
3993,7,1,272,273,1
3994,4,3,311,177,4
3995,6,9,245,248,9
3996,5,1,191,192,1
3997,7,2,284,215,7
3998,8,3,209,215,3
3999,10,4,245,207,10
4000,9,7,288,139,9
4001,6,1,256,261,1
4002,3,5,367,305,3
4003,10,8,262,263,8
4004,4,2,399,170,4
4005,9,1,273,274,1
4006,5,7,282,286,7
4007,4,6,382,233,4
4008,3,10,399,90,3
4009,2,8,156,160,8
4010,5,4,270,271,4
4011,3,9,388,383,3
4012,10,6,142,229,10
4013,1,2,229,129,1
4014,8,7,241,242,7
4015,6,5,205,204,5
4016,4,9,357,167,4
4017,1,8,357,55,1
4018,10,7,181,179,7
4019,9,5,401,200,5
4020,3,2,286,253,3
4021,1,4,326,83,1
4022,8,6,279,282,6
4023,3,7,293,291,3
4024,2,10,179,339,2
4025,9,8,171,172,9
4026,7,4,244,247,4
4027,3,6,306,307,3
4028,2,5,244,337,2
4029,1,10,410,250,1
4030,1,9,397,327,1
4031,3,4,215,212,3
4032,1,3,240,241,3
4033,2,9,282,283,9
4034,5,10,286,205,5
4035,7,6,156,158,6
4036,4,8,428,326,4
4037,3,1,199,201,1
4038,9,10,322,223,9
4039,2,6,364,227,2
4040,8,5,344,345,5
4041,7,1,272,273,1
4042,4,3,311,177,4
4043,6,9,245,248,9
4044,5,1,191,192,1
4045,7,2,284,215,7
4046,8,3,209,215,3
4047,10,4,245,207,10
4048,9,7,288,139,9
4049,6,1,256,261,1
4050,3,5,367,305,3
4051,10,8,262,263,8
4052,4,2,399,170,4
4053,9,1,273,274,1
4054,5,7,282,286,7
4055,4,6,382,233,4
4056,3,10,399,90,3
4057,2,8,156,160,8
4058,5,4,270,271,4
4059,3,9,388,383,3
4060,10,6,142,229,10
4061,1,2,229,129,1
4062,8,7,241,242,7
4063,6,5,205,204,5
4064,4,9,357,167,4
4065,1,8,357,55,1
4066,10,7,181,179,7
4067,9,5,401,200,5
4068,3,2,286,253,3
4069,1,4,326,83,1
4070,8,6,279,282,6
4071,3,7,293,291,3
4072,2,10,179,339,2
4073,9,8,171,172,9
4074,7,4,244,247,4
4075,3,6,306,307,3
4076,2,5,244,337,2
4077,1,10,410,250,1
4078,1,9,397,327,1
4079,3,4,215,212,3
4080,1,3,240,241,3
4081,2,9,282,283,9
4082,5,10,286,205,5
4083,7,6,156,158,6
4084,4,8,428,326,4
4085,3,1,199,201,1
4086,9,10,322,223,9
4087,2,6,364,227,2
4088,8,5,344,345,5
4089,7,1,272,273,1
4090,4,3,311,177,4
4091,6,9,245,248,9
4092,5,1,191,192,1
4093,7,2,284,215,7
4094,8,3,209,215,3
4095,10,4,245,207,10
4096,9,7,288,139,9
4097,6,1,256,261,1
4098,3,5,367,305,3
4099,10,8,262,263,8
4100,4,2,399,170,4
4101,9,1,273,274,1
4102,5,7,282,286,7
4103,4,6,382,233,4
4104,3,10,399,90,3
4105,2,8,156,160,8
